Date/Time,Year,Month,Day,Time,Temp (°C),Weather
2016-09-18 07:00,2016,9,18,07:00,12.4,Mainly Clear
2016-09-18 10:00,2016,9,18,10:00,16.8,Mainly Clear
2016-09-18 13:00,2016,9,18,13:00,19.1,Mainly Clear
2016-09-18 16:00,2016,9,18,16:00,18.9,Mostly Cloudy
2016-09-18 19:00,2016,9,18,19:00,15.3,Mostly Cloudy
2016-09-18 21:00,2016,9,18,21:00,14.7,Rain Showers
2016-09-18 22:00,2016,9,18,22:00,14.1,Moderate Rain Showers
2016-09-18 23:00,2016,9,18,23:00,13.4,Rain
2016-09-19 00:00,2016,9,19,00:00,12.6,Moderate Rain
2016-09-19 01:00,2016,9,19,01:00,12.7,Cloudy
2016-09-19 02:00,2016,9,19,02:00,12.7,Rain Showers
2016-09-19 03:00,2016,9,19,03:00,12.7,Rain Showers
2016-09-19 04:00,2016,9,19,04:00,13.0,Cloudy
2016-09-19 06:00,2016,9,19,06:00,13.3,Rain Showers
2016-09-19 07:00,2016,9,19,07:00,13.1,Rain Showers
2016-09-19 08:00,2016,9,19,08:00,12.5,"Moderate Rain Showers,Fog"
2016-09-19 09:00,2016,9,19,09:00,13.0,Rain Showers
2016-09-19 10:00,2016,9,19,10:00,14.2,Mostly Cloudy
2016-09-19 13:00,2016,9,19,13:00,17.2,Mainly Clear
2016-09-19 14:00,2016,9,19,14:00,15.8,Rain Showers
2016-09-19 15:00,2016,9,19,15:00,15.1,Rain Showers
2016-09-19 16:00,2016,9,19,16:00,15.9,Mostly Cloudy
2016-09-19 19:00,2016,9,19,19:00,14.1,Mostly Cloudy
2016-09-19 22:00,2016,9,19,22:00,12.2,Mostly Cloudy
2016-09-20 01:00,2016,9,20,01:00,12.4,Cloudy
2016-09-20 03:00,2016,9,20,03:00,12.1,Rain Showers
2016-09-20 04:00,2016,9,20,04:00,11.3,Mostly Cloudy
2016-09-20 07:00,2016,9,20,07:00,11.5,Mostly Cloudy
2016-09-20 10:00,2016,9,20,10:00,15.7,Mainly Clear
2016-09-20 13:00,2016,9,20,13:00,15.8,Mainly Clear
2016-09-20 16:00,2016,9,20,16:00,16.1,Mainly Clear
2016-09-20 19:00,2016,9,20,19:00,14.5,Mainly Clear
2016-09-20 22:00,2016,9,20,22:00,13.2,Mainly Clear
2016-09-21 01:00,2016,9,21,01:00,9.8,Mostly Cloudy
2016-09-21 04:00,2016,9,21,04:00,10.5,Mainly Clear
2016-09-21 07:00,2016,9,21,07:00,12.9,Clear
2016-09-21 10:00,2016,9,21,10:00,15.1,Clear
2016-09-21 13:00,2016,9,21,13:00,16.3,Clear
2016-09-21 16:00,2016,9,21,16:00,16.7,Mainly Clear
2016-09-21 19:00,2016,9,21,19:00,14.3,Clear
2016-09-21 22:00,2016,9,21,22:00,12.2,Mostly Cloudy
2016-09-22 01:00,2016,9,22,01:00,10.9,Clear
2016-09-22 04:00,2016,9,22,04:00,10.6,Clear
2016-09-22 07:00,2016,9,22,07:00,10.3,Clear
2016-09-22 10:00,2016,9,22,10:00,16.6,Clear
2016-09-22 13:00,2016,9,22,13:00,16.2,Clear
2016-09-22 16:00,2016,9,22,16:00,18.9,Clear
2016-09-22 19:00,2016,9,22,19:00,14.8,Mainly Clear
2016-09-22 22:00,2016,9,22,22:00,13.9,Cloudy
2016-09-23 01:00,2016,9,23,01:00,13.0,Cloudy
2016-09-23 04:00,2016,9,23,04:00,12.4,Rain
2016-09-23 05:00,2016,9,23,05:00,12.1,Rain
2016-09-23 06:00,2016,9,23,06:00,11.8,"Rain,Fog"
2016-09-23 07:00,2016,9,23,07:00,11.9,"Rain,Fog"
2016-09-23 08:00,2016,9,23,08:00,12.4,Rain
2016-09-23 09:00,2016,9,23,09:00,12.2,Rain
2016-09-23 10:00,2016,9,23,10:00,11.8,Rain
2016-09-23 11:00,2016,9,23,11:00,11.8,Rain
2016-09-23 12:00,2016,9,23,12:00,11.5,Drizzle
2016-09-23 13:00,2016,9,23,13:00,11.9,Drizzle
2016-09-23 14:00,2016,9,23,14:00,11.9,"Rain,Drizzle"
2016-09-23 15:00,2016,9,23,15:00,12.2,Drizzle
2016-09-23 16:00,2016,9,23,16:00,12.3,Rain Showers
2016-09-23 19:00,2016,9,23,19:00,12.7,Drizzle
2016-09-23 22:00,2016,9,23,22:00,12.3,Mostly Cloudy
2016-09-24 01:00,2016,9,24,01:00,11.5,Mostly Cloudy
2016-09-24 04:00,2016,9,24,04:00,9.9,Mostly Cloudy
2016-09-24 07:00,2016,9,24,07:00,11.6,Mostly Cloudy
2016-09-24 10:00,2016,9,24,10:00,13.3,Cloudy
2016-09-24 13:00,2016,9,24,13:00,15.8,Cloudy
2016-09-24 16:00,2016,9,24,16:00,15.3,Cloudy
2016-09-24 19:00,2016,9,24,19:00,14.4,Rain
2016-09-24 20:00,2016,9,24,20:00,13.9,Rain
2016-09-24 22:00,2016,9,24,22:00,13.5,Rain
2016-09-24 23:00,2016,9,24,23:00,13.6,Rain
2016-09-25 01:00,2016,9,25,01:00,13.1,Cloudy
2016-09-25 04:00,2016,9,25,04:00,13.3,Cloudy
2016-09-25 07:00,2016,9,25,07:00,13.6,Cloudy
2016-09-25 10:00,2016,9,25,10:00,15.3,Cloudy
2016-09-25 13:00,2016,9,25,13:00,18.3,Mostly Cloudy
2016-09-25 16:00,2016,9,25,16:00,19.3,Mostly Cloudy
2016-09-25 19:00,2016,9,25,19:00,13.5,Mostly Cloudy
2016-09-25 22:00,2016,9,25,22:00,13.6,Mostly Cloudy
2016-09-26 01:00,2016,9,26,01:00,12.9,Mainly Clear
2016-09-26 04:00,2016,9,26,04:00,12.2,Mainly Clear
2016-09-26 07:00,2016,9,26,07:00,13.6,Mostly Cloudy
2016-09-26 10:00,2016,9,26,10:00,16.2,Mostly Cloudy
2016-09-26 13:00,2016,9,26,13:00,16.2,Mostly Cloudy
2016-09-26 16:00,2016,9,26,16:00,14.7,Mostly Cloudy
2016-09-26 19:00,2016,9,26,19:00,14.7,Mostly Cloudy
2016-09-26 22:00,2016,9,26,22:00,13.4,Cloudy
2016-09-27 01:00,2016,9,27,01:00,13.7,Mainly Clear
2016-09-27 04:00,2016,9,27,04:00,12.8,Mainly Clear
2016-09-27 07:00,2016,9,27,07:00,12.5,Mainly Clear
2016-09-27 10:00,2016,9,27,10:00,14.3,Mostly Cloudy
2016-09-27 13:00,2016,9,27,13:00,15.4,Mainly Clear
2016-09-27 16:00,2016,9,27,16:00,14.7,Mostly Cloudy
2016-09-27 19:00,2016,9,27,19:00,13.1,Mainly Clear
2016-09-27 22:00,2016,9,27,22:00,13.0,Mostly Cloudy
2016-09-28 01:00,2016,9,28,01:00,12.4,Cloudy
2016-09-28 04:00,2016,9,28,04:00,11.5,Mostly Cloudy
2016-09-28 07:00,2016,9,28,07:00,11.5,Mainly Clear
2016-09-28 10:00,2016,9,28,10:00,13.1,Mainly Clear
2016-09-28 13:00,2016,9,28,13:00,14.4,Clear
2016-09-28 16:00,2016,9,28,16:00,14.1,Mainly Clear
2016-09-28 19:00,2016,9,28,19:00,11.7,Clear
2016-09-28 22:00,2016,9,28,22:00,8.9,Clear
2016-09-29 01:00,2016,9,29,01:00,8.5,Clear
2016-09-29 04:00,2016,9,29,04:00,9.2,Clear
2016-09-29 07:00,2016,9,29,07:00,8.6,Cloudy
2016-09-29 10:00,2016,9,29,10:00,13.1,Mainly Clear
2016-09-29 13:00,2016,9,29,13:00,14.7,Mainly Clear
2016-09-29 16:00,2016,9,29,16:00,13.1,Cloudy
2016-09-29 19:00,2016,9,29,19:00,12.1,Mostly Cloudy
2016-09-29 22:00,2016,9,29,22:00,9.8,Mostly Cloudy
2016-09-30 01:00,2016,9,30,01:00,7.8,Mainly Clear
2016-09-30 04:00,2016,9,30,04:00,7.2,Mainly Clear
2016-09-30 07:00,2016,9,30,07:00,9.4,Cloudy
2016-09-30 10:00,2016,9,30,10:00,12.5,Mostly Cloudy
2016-09-30 13:00,2016,9,30,13:00,13.0,Mainly Clear
2016-09-30 16:00,2016,9,30,16:00,14.2,Mainly Clear
2016-09-30 19:00,2016,9,30,19:00,9.6,Mainly Clear
2016-09-30 22:00,2016,9,30,22:00,11.3,Mostly Cloudy
2016-10-01 01:00,2016,10,1,01:00,11.2,Mostly Cloudy
2016-10-01 03:00,2016,10,1,03:00,10.4,Rain
2016-10-01 04:00,2016,10,1,04:00,10.5,Cloudy
2016-10-01 07:00,2016,10,1,07:00,11.7,Cloudy
2016-10-01 08:00,2016,10,1,08:00,12.5,Rain Showers
2016-10-01 09:00,2016,10,1,09:00,13.6,Rain Showers
2016-10-01 10:00,2016,10,1,10:00,14.3,Mostly Cloudy
2016-10-01 13:00,2016,10,1,13:00,14.1,Cloudy
2016-10-01 14:00,2016,10,1,14:00,13.7,Rain Showers
2016-10-01 15:00,2016,10,1,15:00,13.7,Rain Showers
2016-10-01 16:00,2016,10,1,16:00,13.6,Mostly Cloudy
2016-10-01 19:00,2016,10,1,19:00,12.7,Mostly Cloudy
2016-10-01 22:00,2016,10,1,22:00,12.3,Mostly Cloudy
2016-10-02 01:00,2016,10,2,01:00,11.9,Mostly Cloudy
2016-10-02 04:00,2016,10,2,04:00,10.8,Cloudy
2016-10-02 06:00,2016,10,2,06:00,10.8,Rain Showers
2016-10-02 07:00,2016,10,2,07:00,10.8,Mostly Cloudy
2016-10-02 10:00,2016,10,2,10:00,13.2,Mostly Cloudy
2016-10-02 13:00,2016,10,2,13:00,14.6,Mainly Clear
2016-10-02 16:00,2016,10,2,16:00,14.3,Mainly Clear
2016-10-02 19:00,2016,10,2,19:00,10.1,Mainly Clear
2016-10-02 22:00,2016,10,2,22:00,10.3,Mainly Clear
2016-10-03 01:00,2016,10,3,01:00,10.2,Fog
2016-10-03 02:00,2016,10,3,02:00,8.9,Fog
2016-10-03 03:00,2016,10,3,03:00,9.9,Fog
2016-10-03 04:00,2016,10,3,04:00,9.5,Fog
2016-10-03 07:00,2016,10,3,07:00,10.2,Mostly Cloudy
2016-10-03 10:00,2016,10,3,10:00,12.7,Mostly Cloudy
2016-10-03 13:00,2016,10,3,13:00,14.9,Mostly Cloudy
2016-10-03 16:00,2016,10,3,16:00,14.7,Cloudy
2016-10-03 19:00,2016,10,3,19:00,13.4,Cloudy
2016-10-03 21:00,2016,10,3,21:00,12.4,Rain Showers
2016-10-03 22:00,2016,10,3,22:00,11.9,Rain
2016-10-04 01:00,2016,10,4,01:00,11.3,Drizzle
2016-10-04 04:00,2016,10,4,04:00,10.9,Drizzle
2016-10-04 05:00,2016,10,4,05:00,10.8,"Rain,Drizzle"
2016-10-04 07:00,2016,10,4,07:00,11.0,Cloudy
2016-10-04 10:00,2016,10,4,10:00,12.8,Cloudy
2016-10-04 13:00,2016,10,4,13:00,14.8,Cloudy
2016-10-04 16:00,2016,10,4,16:00,15.0,Cloudy
2016-10-04 19:00,2016,10,4,19:00,13.4,Rain
2016-10-04 22:00,2016,10,4,22:00,12.7,Cloudy
2016-10-04 23:00,2016,10,4,23:00,12.3,Rain
2016-10-05 00:00,2016,10,5,00:00,12.1,Rain
2016-10-05 01:00,2016,10,5,01:00,12.3,Rain
2016-10-05 04:00,2016,10,5,04:00,12.1,Cloudy
2016-10-05 07:00,2016,10,5,07:00,12.6,Cloudy
2016-10-05 10:00,2016,10,5,10:00,15.1,Mostly Cloudy
2016-10-05 13:00,2016,10,5,13:00,15.1,Mainly Clear
2016-10-05 16:00,2016,10,5,16:00,13.7,Mainly Clear
2016-10-05 19:00,2016,10,5,19:00,13.0,Cloudy
2016-10-05 22:00,2016,10,5,22:00,12.8,Cloudy
2016-10-06 01:00,2016,10,6,01:00,12.2,Cloudy
2016-10-06 04:00,2016,10,6,04:00,11.9,Cloudy
2016-10-06 07:00,2016,10,6,07:00,11.7,Cloudy
2016-10-06 10:00,2016,10,6,10:00,13.0,Cloudy
2016-10-06 13:00,2016,10,6,13:00,13.1,Cloudy
2016-10-06 16:00,2016,10,6,16:00,12.9,Rain
2016-10-06 17:00,2016,10,6,17:00,12.7,Rain
2016-10-06 18:00,2016,10,6,18:00,12.2,Rain
2016-10-06 19:00,2016,10,6,19:00,11.8,"Rain,Fog"
2016-10-06 20:00,2016,10,6,20:00,11.6,Rain
2016-10-06 21:00,2016,10,6,21:00,11.5,Rain
2016-10-06 22:00,2016,10,6,22:00,11.3,Rain
2016-10-06 23:00,2016,10,6,23:00,10.9,Moderate Rain
2016-10-07 00:00,2016,10,7,00:00,10.9,Rain
2016-10-07 01:00,2016,10,7,01:00,11.7,Rain
2016-10-07 02:00,2016,10,7,02:00,12.4,Rain
2016-10-07 04:00,2016,10,7,04:00,12.8,Cloudy
2016-10-07 07:00,2016,10,7,07:00,12.4,Mostly Cloudy
2016-10-07 10:00,2016,10,7,10:00,13.8,Cloudy
2016-10-07 13:00,2016,10,7,13:00,14.6,Mostly Cloudy
2016-10-07 16:00,2016,10,7,16:00,14.8,Cloudy
2016-10-07 19:00,2016,10,7,19:00,12.7,Cloudy
2016-10-07 22:00,2016,10,7,22:00,12.1,Cloudy
2016-10-08 01:00,2016,10,8,01:00,11.8,Cloudy
2016-10-08 02:00,2016,10,8,02:00,10.9,Rain
2016-10-08 03:00,2016,10,8,03:00,10.6,Rain
2016-10-08 04:00,2016,10,8,04:00,10.4,Rain
2016-10-08 05:00,2016,10,8,05:00,10.3,Rain
2016-10-08 06:00,2016,10,8,06:00,10.0,Rain
2016-10-08 07:00,2016,10,8,07:00,10.1,Rain
2016-10-08 08:00,2016,10,8,08:00,10.0,Moderate Rain
2016-10-08 09:00,2016,10,8,09:00,9.7,Moderate Rain
2016-10-08 10:00,2016,10,8,10:00,10.0,Cloudy
2016-10-08 11:00,2016,10,8,11:00,10.2,"Rain,Drizzle"
2016-10-08 12:00,2016,10,8,12:00,10.7,Drizzle
2016-10-08 13:00,2016,10,8,13:00,10.7,"Moderate Rain,Drizzle"
2016-10-08 14:00,2016,10,8,14:00,9.3,"Rain,Drizzle"
2016-10-08 15:00,2016,10,8,15:00,10.0,Drizzle
2016-10-08 16:00,2016,10,8,16:00,9.5,"Drizzle,Fog"
2016-10-08 17:00,2016,10,8,17:00,9.2,"Drizzle,Fog"
2016-10-08 19:00,2016,10,8,19:00,9.5,Cloudy
2016-10-08 22:00,2016,10,8,22:00,10.4,Mostly Cloudy
2016-10-09 01:00,2016,10,9,01:00,10.2,Mostly Cloudy
2016-10-09 04:00,2016,10,9,04:00,5.7,Mainly Clear
2016-10-09 07:00,2016,10,9,07:00,6.4,Mostly Cloudy
2016-10-09 10:00,2016,10,9,10:00,12.0,Mostly Cloudy
2016-10-09 13:00,2016,10,9,13:00,12.7,Mostly Cloudy
2016-10-09 16:00,2016,10,9,16:00,12.1,Mainly Clear
2016-10-09 19:00,2016,10,9,19:00,9.8,Mainly Clear
2016-10-09 22:00,2016,10,9,22:00,8.7,Mainly Clear
2016-10-10 01:00,2016,10,10,01:00,9.1,Mostly Cloudy
2016-10-10 04:00,2016,10,10,04:00,7.5,Mostly Cloudy
2016-10-10 07:00,2016,10,10,07:00,7.8,Mostly Cloudy
2016-10-10 10:00,2016,10,10,10:00,11.4,Mostly Cloudy
2016-10-10 13:00,2016,10,10,13:00,11.4,Mostly Cloudy
2016-10-10 16:00,2016,10,10,16:00,10.9,Mainly Clear
2016-10-10 19:00,2016,10,10,19:00,8.7,Mainly Clear
2016-10-10 22:00,2016,10,10,22:00,6.7,Clear
2016-10-11 01:00,2016,10,11,01:00,4.1,Clear
2016-10-11 04:00,2016,10,11,04:00,3.2,Clear
2016-10-11 07:00,2016,10,11,07:00,3.8,Clear
2016-10-11 10:00,2016,10,11,10:00,10.2,Clear
2016-10-11 13:00,2016,10,11,13:00,11.7,Clear
2016-10-11 16:00,2016,10,11,16:00,11.5,Clear
2016-10-11 19:00,2016,10,11,19:00,8.6,Clear
2016-10-11 22:00,2016,10,11,22:00,7.0,Clear
2016-10-12 01:00,2016,10,12,01:00,3.7,Clear
2016-10-12 04:00,2016,10,12,04:00,3.7,Clear
2016-10-12 07:00,2016,10,12,07:00,3.3,Mainly Clear
2016-10-12 10:00,2016,10,12,10:00,10.7,Mainly Clear
2016-10-12 13:00,2016,10,12,13:00,11.3,Mostly Cloudy
2016-10-12 16:00,2016,10,12,16:00,12.0,Cloudy
2016-10-12 19:00,2016,10,12,19:00,13.8,Cloudy
2016-10-12 21:00,2016,10,12,21:00,11.6,Rain
2016-10-12 22:00,2016,10,12,22:00,10.7,Rain
2016-10-12 23:00,2016,10,12,23:00,11.6,Rain
2016-10-13 00:00,2016,10,13,00:00,10.8,Rain
2016-10-13 01:00,2016,10,13,01:00,10.8,Rain
2016-10-13 02:00,2016,10,13,02:00,10.6,Rain
2016-10-13 03:00,2016,10,13,03:00,10.4,Rain
2016-10-13 04:00,2016,10,13,04:00,10.3,Rain
2016-10-13 05:00,2016,10,13,05:00,9.8,Rain
2016-10-13 07:00,2016,10,13,07:00,11.4,Rain
2016-10-13 08:00,2016,10,13,08:00,11.6,Rain
2016-10-13 09:00,2016,10,13,09:00,11.8,Rain
2016-10-13 10:00,2016,10,13,10:00,12.8,Cloudy
2016-10-13 13:00,2016,10,13,13:00,13.2,Cloudy
2016-10-13 16:00,2016,10,13,16:00,13.9,Cloudy
2016-10-13 17:00,2016,10,13,17:00,13.6,Rain
2016-10-13 18:00,2016,10,13,18:00,12.8,Rain
2016-10-13 19:00,2016,10,13,19:00,12.0,Rain
2016-10-13 20:00,2016,10,13,20:00,11.7,Rain
2016-10-13 21:00,2016,10,13,21:00,12.3,Moderate Rain
2016-10-13 22:00,2016,10,13,22:00,11.6,Rain
2016-10-13 23:00,2016,10,13,23:00,12.6,Rain
2016-10-14 01:00,2016,10,14,01:00,12.6,Mostly Cloudy
2016-10-14 04:00,2016,10,14,04:00,11.5,Cloudy
2016-10-14 05:00,2016,10,14,05:00,11.8,Moderate Rain
2016-10-14 06:00,2016,10,14,06:00,11.4,Heavy Rain
2016-10-14 07:00,2016,10,14,07:00,11.2,"Rain,Fog"
2016-10-14 08:00,2016,10,14,08:00,11.4,"Moderate Rain,Fog"
2016-10-14 09:00,2016,10,14,09:00,11.8,Rain
2016-10-14 10:00,2016,10,14,10:00,11.6,Rain
2016-10-14 11:00,2016,10,14,11:00,12.5,Rain
2016-10-14 12:00,2016,10,14,12:00,12.5,Rain
2016-10-14 13:00,2016,10,14,13:00,11.7,"Rain,Fog"
2016-10-14 14:00,2016,10,14,14:00,11.8,"Moderate Rain,Fog"
2016-10-14 15:00,2016,10,14,15:00,13.1,Rain Showers
2016-10-14 16:00,2016,10,14,16:00,13.4,Mostly Cloudy
2016-10-14 19:00,2016,10,14,19:00,12.2,Cloudy
2016-10-14 22:00,2016,10,14,22:00,11.7,Cloudy
2016-10-15 01:00,2016,10,15,01:00,10.7,Cloudy
2016-10-15 02:00,2016,10,15,02:00,10.9,Rain
2016-10-15 03:00,2016,10,15,03:00,10.7,Rain
2016-10-15 04:00,2016,10,15,04:00,10.6,Rain
2016-10-15 07:00,2016,10,15,07:00,10.8,Cloudy
2016-10-15 10:00,2016,10,15,10:00,10.9,Rain
2016-10-15 11:00,2016,10,15,11:00,11.0,Rain
2016-10-15 12:00,2016,10,15,12:00,11.2,"Rain,Fog"
2016-10-15 13:00,2016,10,15,13:00,11.1,"Moderate Rain,Fog"
2016-10-15 16:00,2016,10,15,16:00,12.5,Rain Showers
2016-10-15 17:00,2016,10,15,17:00,11.8,Rain Showers
2016-10-15 18:00,2016,10,15,18:00,11.7,Rain Showers
2016-10-15 19:00,2016,10,15,19:00,12.5,Rain Showers
2016-10-15 20:00,2016,10,15,20:00,12.3,Rain Showers
2016-10-15 22:00,2016,10,15,22:00,12.2,Mostly Cloudy
2016-10-16 01:00,2016,10,16,01:00,11.3,Cloudy
2016-10-16 04:00,2016,10,16,04:00,11.3,Cloudy
2016-10-16 05:00,2016,10,16,05:00,11.4,Rain
2016-10-16 06:00,2016,10,16,06:00,10.8,Rain
2016-10-16 07:00,2016,10,16,07:00,11.1,Cloudy
2016-10-16 08:00,2016,10,16,08:00,11.5,Rain Showers
2016-10-16 10:00,2016,10,16,10:00,11.3,Rain Showers
2016-10-16 13:00,2016,10,16,13:00,12.6,Cloudy
2016-10-16 15:00,2016,10,16,15:00,12.4,Rain Showers
2016-10-16 16:00,2016,10,16,16:00,12.8,Mostly Cloudy
2016-10-16 19:00,2016,10,16,19:00,11.5,Rain
2016-10-16 20:00,2016,10,16,20:00,11.3,Rain
2016-10-16 21:00,2016,10,16,21:00,11.2,Rain
2016-10-16 22:00,2016,10,16,22:00,10.8,Rain
2016-10-16 23:00,2016,10,16,23:00,10.7,Rain
2016-10-17 00:00,2016,10,17,00:00,10.6,Rain
2016-10-17 01:00,2016,10,17,01:00,10.3,Rain
2016-10-17 02:00,2016,10,17,02:00,10.2,Rain
2016-10-17 03:00,2016,10,17,03:00,10.2,Rain
2016-10-17 04:00,2016,10,17,04:00,10.1,Rain
2016-10-17 05:00,2016,10,17,05:00,10.1,Rain
2016-10-17 06:00,2016,10,17,06:00,10.0,Rain
2016-10-17 07:00,2016,10,17,07:00,10.1,Rain
2016-10-17 08:00,2016,10,17,08:00,10.4,"Rain,Fog"
2016-10-17 09:00,2016,10,17,09:00,10.7,"Rain,Drizzle,Fog"
2016-10-17 10:00,2016,10,17,10:00,11.4,Cloudy
2016-10-17 12:00,2016,10,17,12:00,11.7,Rain Showers
2016-10-17 13:00,2016,10,17,13:00,11.4,Rain Showers
2016-10-17 14:00,2016,10,17,14:00,11.9,Rain Showers
2016-10-17 16:00,2016,10,17,16:00,12.6,Mainly Clear
2016-10-17 19:00,2016,10,17,19:00,10.2,Mostly Cloudy
2016-10-17 22:00,2016,10,17,22:00,10.8,Cloudy
2016-10-18 01:00,2016,10,18,01:00,9.8,Cloudy
2016-10-18 02:00,2016,10,18,02:00,10.6,Rain Showers
2016-10-18 03:00,2016,10,18,03:00,10.0,Rain Showers
2016-10-18 04:00,2016,10,18,04:00,10.1,Moderate Rain
2016-10-18 05:00,2016,10,18,05:00,9.9,Moderate Rain
2016-10-18 07:00,2016,10,18,07:00,10.0,Cloudy
2016-10-18 10:00,2016,10,18,10:00,11.3,Rain
2016-10-18 11:00,2016,10,18,11:00,11.5,Rain
2016-10-18 12:00,2016,10,18,12:00,11.8,Rain
2016-10-18 13:00,2016,10,18,13:00,12.1,Rain
2016-10-18 16:00,2016,10,18,16:00,11.8,Cloudy
2016-10-18 19:00,2016,10,18,19:00,10.9,Mostly Cloudy
2016-10-18 22:00,2016,10,18,22:00,9.1,Mostly Cloudy
2016-10-19 01:00,2016,10,19,01:00,9.9,Cloudy
2016-10-19 02:00,2016,10,19,02:00,10.0,Rain
2016-10-19 04:00,2016,10,19,04:00,9.6,Cloudy
2016-10-19 07:00,2016,10,19,07:00,9.1,Cloudy
2016-10-19 10:00,2016,10,19,10:00,12.7,Cloudy
2016-10-19 13:00,2016,10,19,13:00,14.0,Cloudy
2016-10-19 16:00,2016,10,19,16:00,12.4,Rain
2016-10-19 17:00,2016,10,19,17:00,12.6,Rain
2016-10-19 18:00,2016,10,19,18:00,11.9,Rain Showers
2016-10-19 19:00,2016,10,19,19:00,10.8,Rain
2016-10-19 20:00,2016,10,19,20:00,10.4,Rain
2016-10-19 21:00,2016,10,19,21:00,10.4,Rain
2016-10-19 22:00,2016,10,19,22:00,9.9,Rain
2016-10-19 23:00,2016,10,19,23:00,10.0,Rain
2016-10-20 00:00,2016,10,20,00:00,9.7,Rain
2016-10-20 01:00,2016,10,20,01:00,10.2,Cloudy
2016-10-20 02:00,2016,10,20,02:00,9.6,Rain
2016-10-20 03:00,2016,10,20,03:00,9.7,Rain
2016-10-20 04:00,2016,10,20,04:00,10.2,Rain
2016-10-20 07:00,2016,10,20,07:00,10.3,Cloudy
2016-10-20 10:00,2016,10,20,10:00,12.8,Cloudy
2016-10-20 13:00,2016,10,20,13:00,14.5,Cloudy
2016-10-20 16:00,2016,10,20,16:00,13.8,Mainly Clear
2016-10-20 19:00,2016,10,20,19:00,11.8,Clear
2016-10-20 22:00,2016,10,20,22:00,10.0,Mostly Cloudy
2016-10-21 01:00,2016,10,21,01:00,7.6,Mostly Cloudy
2016-10-21 04:00,2016,10,21,04:00,9.8,Mostly Cloudy
2016-10-21 07:00,2016,10,21,07:00,9.4,Cloudy
2016-10-21 10:00,2016,10,21,10:00,11.8,Cloudy
2016-10-21 11:00,2016,10,21,11:00,12.0,Rain
2016-10-21 12:00,2016,10,21,12:00,12.2,Rain
2016-10-21 13:00,2016,10,21,13:00,10.9,Rain
2016-10-21 14:00,2016,10,21,14:00,11.1,Rain
2016-10-21 16:00,2016,10,21,16:00,11.4,Cloudy
2016-10-21 18:00,2016,10,21,18:00,10.4,Rain
2016-10-21 19:00,2016,10,21,19:00,9.8,Rain
2016-10-21 22:00,2016,10,21,22:00,9.0,Mostly Cloudy
2016-10-22 01:00,2016,10,22,01:00,6.1,Clear
2016-10-22 04:00,2016,10,22,04:00,6.2,Mostly Cloudy
2016-10-22 07:00,2016,10,22,07:00,9.1,Cloudy
2016-10-22 10:00,2016,10,22,10:00,12.1,Mostly Cloudy
2016-10-22 13:00,2016,10,22,13:00,12.9,Cloudy
2016-10-22 16:00,2016,10,22,16:00,13.3,Mostly Cloudy
2016-10-22 19:00,2016,10,22,19:00,10.0,Cloudy
2016-10-22 20:00,2016,10,22,20:00,9.9,Rain
2016-10-22 21:00,2016,10,22,21:00,10.0,Rain
2016-10-22 22:00,2016,10,22,22:00,11.3,Rain
2016-10-23 01:00,2016,10,23,01:00,11.3,Cloudy
2016-10-23 02:00,2016,10,23,02:00,10.8,Rain
2016-10-23 04:00,2016,10,23,04:00,11.1,Cloudy
2016-10-23 06:00,2016,10,23,06:00,9.6,Rain
2016-10-23 07:00,2016,10,23,07:00,9.7,Rain
2016-10-23 10:00,2016,10,23,10:00,11.9,Cloudy
2016-10-23 13:00,2016,10,23,13:00,15.1,Mostly Cloudy
2016-10-23 16:00,2016,10,23,16:00,14.2,Cloudy
2016-10-23 19:00,2016,10,23,19:00,13.0,Cloudy
2016-10-23 20:00,2016,10,23,20:00,11.2,Rain
2016-10-23 21:00,2016,10,23,21:00,11.2,Rain
2016-10-23 22:00,2016,10,23,22:00,11.7,Rain
2016-10-23 23:00,2016,10,23,23:00,12.5,Rain
2016-10-24 01:00,2016,10,24,01:00,12.8,Cloudy
2016-10-24 04:00,2016,10,24,04:00,10.9,Cloudy
2016-10-24 07:00,2016,10,24,07:00,10.3,Cloudy
2016-10-24 10:00,2016,10,24,10:00,11.2,Cloudy
2016-10-24 13:00,2016,10,24,13:00,10.7,Cloudy
2016-10-24 14:00,2016,10,24,14:00,10.7,Rain
2016-10-24 15:00,2016,10,24,15:00,11.7,Rain
2016-10-24 16:00,2016,10,24,16:00,11.2,Rain
2016-10-24 17:00,2016,10,24,17:00,11.7,Moderate Rain
2016-10-24 19:00,2016,10,24,19:00,12.0,Rain
2016-10-24 22:00,2016,10,24,22:00,12.0,Cloudy
2016-10-25 01:00,2016,10,25,01:00,11.5,Mainly Clear
2016-10-25 04:00,2016,10,25,04:00,11.3,Cloudy
2016-10-25 05:00,2016,10,25,05:00,11.8,Rain
2016-10-25 07:00,2016,10,25,07:00,13.0,Cloudy
2016-10-25 10:00,2016,10,25,10:00,13.3,Cloudy
2016-10-25 11:00,2016,10,25,11:00,12.8,Rain
2016-10-25 12:00,2016,10,25,12:00,12.2,Rain
2016-10-25 13:00,2016,10,25,13:00,13.0,Rain
2016-10-25 16:00,2016,10,25,16:00,14.3,Mostly Cloudy
2016-10-25 19:00,2016,10,25,19:00,11.3,Mainly Clear
2016-10-25 22:00,2016,10,25,22:00,10.2,Mainly Clear
